tested_ids,most_possible_action,most_possible_action_cf,second_possible_action,second_possible_action_cf,third_possible_action,third_possible_action_cf,ground_truth_action
982,ActionShakeHead-agent_1,0.9,ActionRotateTo-box_4,0.5,ActionRotateTo-chess_3,0.1,agent_2-actionopen-box_4
983,ActionMoveTo-box_4,0.9,ActionSpeak-Thank you!,0.5,ActionWaveHand-agent_1,0.1,agent_2-actiongrab-chess_3
984,ActionShakeHead-agent_2,0.9,ActionNodHead-agent_2,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionnodhead
985,ActionShakeHead-agent_2,0.9,ActionGiveTo-box_5-agent_2,0.5,ActionSpeak-Hello!,0.1,agent_1-actionpointto-shelf_4
986,ActionSmash-box_5,0.9,ActionPlay-key_3-agent_2,0.5,ActionPointTo-box_5,0.1,agent_1-actionwait
987,ActionNodHead-agent_2,0.9,ActionPutInto-box_4-banana_5,0.5,ActionPutDown-box_4,0.1,agent_1-actionrotateto-banana_5
988,ActionWait,0.9,ActionPutInto-box_4-banana_3,0.5,ActionWait,0.1,agent_1-actionmoveto-banana_5
989,ActionShakeHead-agent_2,0.9,ActionSpeak-Thank you!,0.5,ActionNodHead-agent_2,0.1,agent_1-actiongrab-banana_5
990,ActionObserveAgent-agent_2,0.9,ActionEat-box_4,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionmoveto-agent_2
991,ActionGiveTo-box_4-agent_2,0.9,ActionFollowPointing-agent_2,0.5,ActionWait,0.1,agent_1-actiongiveto-banana_5
992,ActionPutInto-cup_6-timer_3,0.9,ActionUnlock-cup_6-timer_3,0.5,ActionClose-cup_6,0.1,agent_2-actionmoveto-table_4
993,ActionMoveTo-timer_3,0.9,ActionEat-timer_3,0.5,ActionGiveTo-timer_3-agent_1,0.1,agent_2-actiongrab-table_4
994,ActionPutOnto-timer_3-table_4,0.9,ActionPerform-drink,0.5,ActionMoveTo-agent_1,0.1,"agent_2-actionrotateto-[-154.0, -406.0]"
995,ActionWaveHand-agent_1,0.9,ActionOpen-table_4,0.5,ActionPerform-eat,0.1,agent_2-actiongrab-table_4
996,ActionClose-table_4,0.9,ActionFollowPointing-agent_1,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionmoveto-cup_6
997,ActionPutDown-cup_6,0.9,ActionGrab-table_4,0.5,ActionPerform-eat,0.1,"agent_2-actionmoveto-[588.0, -14.0]"
998,ActionPutOnto-timer_3-table_4,0.9,ActionOpen-table_4,0.5,ActionOpen-cup_6,0.1,agent_2-actionperform-drink
999,ActionShakeHead-agent_1,0.9,ActionNodHead-agent_1,0.5,ActionPutDown-cup_6,0.1,"agent_2-actionrotateto-[-602.0, -392.0]"
1000,ActionPointTo-agent_1,0.9,ActionClose-table_4,0.5,ActionEat-cup_6,0.1,"agent_2-actionmoveto-[-518.0, -546.0]"
1001,ActionWait,0.9,ActionPutInto-table_4-table_4,0.5,ActionGrab-table_4,0.1,agent_2-actionshakehead
1002,ActionPutInto-cup_3-banana_6,0.9,ActionOpen-cup_3,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionmoveto-cup_3
1003,ActionClose-cup_3,0.9,ActionObserveAgent-agent_2,0.5,ActionPointTo-agent_2,0.1,agent_1-actiongrab-cup_3
1004,ActionPutDown-key_4,0.9,ActionGrab-key_4,0.5,ActionPutOnto-key_4-key_4,0.1,"agent_1-actionrotateto-[392.0, 196.0]"
1005,ActionObserveAgent-agent_2,0.9,ActionClose-key_4,0.5,ActionGrab-key_4,0.1,agent_1-actionmoveto-key_4
1006,ActionObserveAgent-agent_2,0.9,ActionPutInto-key_4-key_4,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actiongrab-key_4
1007,ActionNodHead-agent_2,0.9,ActionRotateTo-key_4,0.5,ActionNodHead-agent_2,0.1,"agent_1-actionmoveto-[210.0, -182.0]"
1008,ActionGrab-box_3,0.9,ActionMoveTo-key_4,0.5,ActionOpen-box_3,0.1,agent_1-actionmoveto-box_3
1009,ActionShakeHead-agent_2,0.9,ActionPlay-key_4-agent_2,0.5,ActionPerform-eat,0.1,agent_1-actionunlock-box_3
1010,ActionPlay-box_3-agent_2,0.9,ActionMoveToAttention-agent_2,0.5,ActionRotateTo-key_4,0.1,agent_1-actionopen-box_3
1011,ActionWait,0.9,ActionPlay-box_4-agent_1,0.5,ActionGrab-dumbbell_5,0.1,agent_2-actionmoveto-dumbbell_5
1012,ActionGrab-box_4,0.9,ActionMoveToAttention-agent_1,0.5,ActionPutOnto-dumbbell_5-dumbbell_5,0.1,agent_2-actiongrab-dumbbell_5
1013,ActionPutOnto-dumbbell_5-box_4,0.9,ActionNodHead-agent_1,0.5,ActionOpen-dumbbell_5,0.1,agent_2-actionrotateto-agent_1
1014,ActionRotateTo-XY,0.9,ActionPutDown-dumbbell_5,0.5,ActionGiveTo-banana_6-agent_1,0.1,agent_2-actionpointto-box_4
1015,ActionRotateTo-agent_1,0.9,ActionPerform-eat,0.5,ActionPlay-box_4-agent_1,0.1,agent_2-actionputdown-dumbbell_5
1016,ActionFollowPointing-agent_1,0.9,ActionRotateTo-key_3,0.5,ActionGiveTo-banana_6-agent_1,0.1,agent_2-actionopen-box_4
1017,ActionSpeak-Thank you!,0.9,ActionSmash-key_3,0.5,ActionPlay-key_3-agent_1,0.1,agent_2-actionrotateto-box_4
1018,ActionNodHead,0.9,ActionRotateTo-shelf_4,0.5,ActionNodHead,0.1,agent_1-actionmoveto-box_5
1019,ActionWait,0.9,ActionWait,0.5,ActionOpen-shelf_4,0.1,agent_1-actionopen-box_5
1020,ActionSmash-box_5,0.9,ActionSpeak-Hello!,0.5,ActionMoveTo-XY,0.1,agent_1-actiongrab-banana_3
1021,ActionMoveTo-box_5,0.9,ActionGrab-box_5,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionmoveto-shelf_4
1022,ActionShakeHead-agent_2,0.9,ActionUnlock-box_5-cup_6,0.5,ActionNodHead-agent_2,0.1,agent_1-actionopen-shelf_4
1023,ActionSmash-shelf_4,0.9,ActionClose-box_5,0.5,ActionWait,0.1,agent_1-actionputinto-banana_3
1024,ActionPointTo-cup_3,0.9,ActionObserveAgent,0.5,ActionFollowPointing,0.1,agent_1-actionmoveto-cup_3
1025,ActionObserveAgent,0.9,ActionWait,0.5,ActionWaveHand,0.1,agent_1-actiongrab-cup_3
1026,ActionPlay-box_6-agent_2,0.9,ActionPerform-eat,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionspeak-hello!
1027,ActionSmash-books_7,0.9,ActionPerform-eat,0.5,ActionGiveTo-books_7-agent_2,0.1,agent_1-actionpointto-box_6
1028,ActionOpen-box_6,0.9,ActionPutDown-box_6,0.5,ActionNodHead-agent_2,0.1,agent_1-actionmoveto-box_6
1029,ActionEat-box_6,0.9,ActionRotateTo-books_7,0.5,ActionSpeak-Hello!,0.1,agent_1-actionopen-box_6
1030,ActionObserveAgent-agent_2,0.9,ActionClose-chess_5,0.5,ActionUnlock-books_7-box_6,0.1,agent_1-actionplay-chess_5
1031,ActionMoveToAttention-agent_1,0.9,ActionPutDown-box_4,0.5,ActionMoveTo-box_4,0.1,agent_2-actionmoveto-box_4
1032,ActionFollowPointing-agent_1,0.9,ActionWait,0.5,ActionPointTo-box_4,0.1,agent_2-actionopen-box_4
1033,ActionPlay-books_7-agent_1,0.9,ActionMoveTo-box_4,0.5,ActionNodHead-agent_1,0.1,agent_2-actionmoveto-agent_1
1034,ActionOpen-chess_5,0.9,ActionWaveHand-agent_1,0.5,ActionUnlock-box_6-chess_5,0.1,agent_2-actionmoveto-box_6
1035,ActionPlay-box_4-agent_1,0.9,ActionMoveToAttention-agent_1,0.5,ActionPutOnto-box_4-books_7,0.1,agent_2-actionplay-chess_5
1036,ActionEat-box_5,0.9,ActionRotateTo-box_5,0.5,ActionPointTo-box_4,0.1,"agent_1-actionmoveto-[-280.0, 28.0]"
1037,ActionMoveTo-key_3,0.9,ActionUnlock-key_3-dumbbell_6,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionmoveto-box_5
1038,ActionPutInto-key_3-key_3,0.9,ActionShakeHead-agent_2,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionopen-box_5
1039,ActionPutOnto-box_4-key_3,0.9,ActionWaveHand-agent_2,0.5,ActionSmash-key_3,0.1,agent_1-actiongrab-key_3
1040,ActionPutOnto-key_3-key_3,0.9,ActionSmash-box_4,0.5,ActionOpen-box_5,0.1,agent_1-actionmoveto-box_4
1041,ActionEat-key_3,0.9,ActionGrab-box_4,0.5,ActionEat-dumbbell_6,0.1,agent_1-actionunlock-box_4
1042,ActionWait,0.9,ActionWait,0.5,ActionGrab-box_5,0.1,agent_1-actionopen-box_4
1043,ActionPointTo-key_3,0.9,ActionClose-dumbbell_6,0.5,ActionWait,0.1,agent_1-actiongrab-dumbbell_6
1044,ActionNodHead-agent_2,0.9,ActionObserveAgent-agent_2,0.5,ActionGiveTo-dumbbell_6-agent_2,0.1,agent_1-actionmoveto-table_7
1045,ActionGiveTo-box_5-agent_2,0.9,ActionUnlock-box_5-box_5,0.5,ActionMoveTo-box_5,0.1,agent_1-actionmoveto-box_4
1046,ActionPointTo-box_4,0.9,ActionUnlock-box_5-chess_7,0.5,ActionNodHead-agent_2,0.1,agent_1-actionopen-box_4
1047,ActionPlay-chess_7-agent_2,0.9,ActionFollowPointing-agent_2,0.5,ActionGrab-chess_7,0.1,agent_1-actionmovetoattention-agent_2
1048,ActionPlay-box_5-agent_2,0.9,ActionGiveTo-box_5-agent_2,0.5,ActionClose-box_4,0.1,agent_1-actionfollowpointing-agent_2
1049,ActionWait,0.9,ActionGrab-chess_7,0.5,ActionMoveToAttention-agent_2,0.1,"agent_1-actionmoveto-[70.00000000000011, 14.0]"
1050,ActionObserveAgent-agent_2,0.9,ActionPointTo-chess_7,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionshakehead
1051,ActionUnlock-box_4-box_4,0.9,ActionNodHead-agent_2,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionfollowpointing-agent_2
1052,ActionObserveAgent-agent_2,0.9,ActionPerform-eat,0.5,ActionEat-box_4,0.1,agent_1-actionmoveto-chess_7
1053,ActionGiveTo-chess_7-agent_2,0.9,ActionWait,0.5,ActionEat-chess_7,0.1,agent_1-actiongrab-chess_7
1054,ActionFollowPointing-agent_2,0.9,ActionRotateTo-box_4,0.5,ActionMoveTo-box_4,0.1,"agent_1-actionmoveto-[279.9999999999999, -364.0]"
1055,ActionShakeHead-agent_1,0.9,ActionRotateTo-cup_3,0.5,ActionSpeak-Thank you!,0.1,agent_2-actionspeak-hello!
1056,ActionNodHead-agent_1,0.9,ActionMoveTo-box_4,0.5,ActionRotateTo-agent_1,0.1,agent_2-actionwait
1057,ActionPerform-drink,0.9,ActionShakeHead-agent_1,0.5,ActionObserveAgent-agent_1,0.1,agent_2-actionwait
1058,ActionWaveHand-agent_1,0.9,ActionPerform-eat,0.5,ActionSmash-box_4,0.1,agent_2-actionwait
1059,ActionRotateTo-agent_1,0.9,ActionShakeHead-agent_1,0.5,ActionSmash-box_4,0.1,agent_2-actionwait
1060,ActionPerform-eat,0.9,ActionUnlock-box_4-box_4,0.5,ActionGrab-box_4,0.1,agent_2-actionwait
1061,ActionPlay-box_4-agent_1,0.9,ActionPutInto-box_4-box_4,0.5,ActionRotateTo-box_4,0.1,agent_2-actionpointto-key_3
1062,ActionWaveHand-agent_1,0.9,ActionObserveAgent-agent_1,0.5,ActionSpeak-Hello!,0.1,agent_2-actionwait
1063,ActionPutOnto-box_4-box_4,0.9,ActionSpeak-Thank you!,0.5,ActionPutInto-box_4-box_4,0.1,agent_2-actionwait
1064,ActionEat-box_4,0.9,ActionObserveAgent-agent_1,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionwait
1065,ActionPlay-table_4-agent_2,0.9,ActionEat-table_4,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionmoveto-books_3
1066,ActionMoveTo-XY,0.9,ActionPointTo-agent_2,0.5,ActionGiveTo-books_3-agent_2,0.1,agent_1-actiongrab-books_3
1067,ActionPerform-eat,0.9,ActionMoveToAttention-agent_2,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionmoveto-table_4
1068,ActionPutDown-table_4,0.9,ActionSmash-books_3,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionputonto-books_3
1069,ActionObserveAgent-agent_2,0.9,ActionWait,0.5,ActionGrab-table_4,0.1,agent_1-actionwavehand
1070,ActionPlay-books_3-agent_2,0.9,ActionPutInto-table_4-books_3,0.5,ActionOpen-table_4,0.1,agent_1-actionspeak-hello!
1071,ActionShakeHead-agent_2,0.9,ActionClose-books_3,0.5,ActionPutOnto-books_3-table_4,0.1,agent_1-actionrotateto-agent_2
1072,ActionPutOnto-books_3-table_4,0.9,ActionPutDown-books_3,0.5,ActionGrab-books_3,0.1,"agent_1-actionmoveto-[-322.0, -364.0]"
1073,ActionMoveToAttention-agent_2,0.9,ActionPointTo-books_3,0.5,ActionSpeak-Thank you!,0.1,"agent_1-actionrotateto-[-490.0, -420.0]"
1074,ActionOpen-table_4,0.9,ActionPerform-drink,0.5,ActionPutInto-books_3-table_4,0.1,"agent_1-actionmoveto-[-420.0, -196.0]"
1075,ActionWaveHand-agent_1,0.9,ActionRotateTo-box_7,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionmoveto-books_6
1076,ActionPutOnto-table_4-timer_8,0.9,ActionGrab-books_6,0.5,ActionOpen-books_6,0.1,agent_2-actiongrab-books_6
1077,ActionRotateTo-box_7,0.9,ActionPutInto-timer_8-timer_8,0.5,ActionSpeak-Hello!,0.1,agent_2-actionmoveto-agent_1
1078,ActionShakeHead-agent_1,0.9,ActionClose-books_6,0.5,ActionPutOnto-timer_8-table_4,0.1,agent_2-actionmoveto-box_7
1079,ActionSmash-books_6,0.9,ActionPerform-eat,0.5,ActionPutOnto-books_6-box_7,0.1,agent_2-actionopen-box_7
1080,ActionPointTo-box_5,0.9,ActionSmash-books_6,0.5,ActionPutInto-box_7-box_7,0.1,agent_2-actionputinto-books_6
1081,ActionSpeak-Thank you!,0.9,ActionPerform-drink,0.5,ActionSmash-books_6,0.1,agent_2-actionnodhead
1082,ActionGrab-box_7,0.9,ActionOpen-table_4,0.5,ActionGiveTo-books_3-agent_1,0.1,agent_2-actionmoveto-box_5
1083,ActionMoveTo-box_5,0.9,ActionSpeak-Hello!,0.5,ActionPutDown-books_3,0.1,agent_2-actionopen-box_5
1084,ActionMoveTo-box_5,0.9,ActionPerform-drink,0.5,ActionGiveTo-books_6-agent_1,0.1,agent_2-actiongrab-books_3
1085,ActionPointTo-agent_2,0.9,ActionOpen-cup_4,0.5,ActionPlay-cup_4-agent_2,0.1,"agent_1-actionrotateto-[-266.0, -476.0]"
1086,ActionPutInto-chess_3-chess_3,0.9,ActionPerform-drink,0.5,ActionGiveTo-cup_4-agent_2,0.1,agent_1-actionmoveto-chess_3
1087,ActionRotateTo-agent_2,0.9,ActionClose-chess_3,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionplay-chess_3
1088,ActionPutDown-cup_4,0.9,ActionWait,0.5,ActionRotateTo-chess_3,0.1,agent_1-actionplay-chess_3
1089,ActionWaveHand-agent_2,0.9,ActionOpen-chess_3,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionmoveto-cup_4
1090,ActionMoveTo-cup_4,0.9,ActionShakeHead-agent_2,0.5,ActionPlay-chess_3-agent_2,0.1,agent_1-actiongrab-cup_4
1091,ActionPutOnto-chess_3-cup_4,0.9,ActionMoveToAttention-agent_2,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionsmash-cup_4
1092,ActionNodHead-agent_2,0.9,ActionSpeak-Thank you!,0.5,ActionPutOnto-chess_5-cup_4,0.1,agent_1-actionrotateto-agent_2
1093,ActionEat-cup_4,0.9,ActionGrab-cup_4,0.5,ActionClose-chess_3,0.1,agent_1-actionmoveto-chess_3
1094,ActionObserveAgent-agent_2,0.9,ActionShakeHead-agent_2,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionpointto-chess_3
1095,ActionShakeHead-agent_1,0.9,ActionMoveToAttention-agent_1,0.5,ActionPointTo-agent_1,0.1,agent_2-actionmovetoattention-agent_1
1096,ActionWaveHand-agent_1,0.9,ActionGrab,0.5,ActionPlay-agent_1,0.1,"agent_2-actionmoveto-[392.0, 154.0]"
1097,ActionMoveTo-XY,0.9,ActionPutInto,0.5,ActionEat,0.1,"agent_2-actionmoveto-[-294.0, -265.9999999999999]"
1098,ActionPerform-drink,0.9,ActionGrab,0.5,ActionMoveTo-agent_1,0.1,agent_2-actionspeak-hello!
1099,ActionMoveTo-agent_1,0.9,ActionPutOnto,0.5,ActionPutDown,0.1,"agent_2-actionmoveto-[630.0, -126.0]"
1100,ActionWaveHand-agent_1,0.9,ActionClose,0.5,ActionNodHead-agent_1,0.1,"agent_2-actionmoveto-[-644.0, 364.0]"
1101,ActionOpen,0.9,ActionEat,0.5,ActionNodHead-agent_1,0.1,"agent_2-actionmoveto-[-504.0, -322.0]"
1102,ActionWaveHand-agent_1,0.9,ActionClose,0.5,ActionPutOnto,0.1,"agent_2-actionmoveto-[196.0, 210.00000000000006]"
1103,ActionSmash,0.9,ActionClose,0.5,ActionWait,0.1,"agent_2-actionmoveto-[336.0, -504.0]"
1104,ActionMoveTo-key_3,0.9,ActionPutInto-table_5-table_5,0.5,ActionGrab-table_5,0.1,agent_2-actionmoveto-key_3
1105,ActionMoveTo-key_3,0.9,ActionNodHead-agent_1,0.5,ActionEat-key_3,0.1,agent_2-actiongrab-key_3
1106,ActionGrab-key_3,0.9,ActionSmash-key_3,0.5,ActionClose-key_3,0.1,agent_2-actionwait
1107,ActionPerform-drink,0.9,ActionShakeHead-agent_1,0.5,ActionPutOnto-key_3-table_5,0.1,agent_2-actionwait
1108,ActionObserveAgent-agent_1,0.9,ActionPutDown-key_3,0.5,ActionGiveTo-key_3-agent_1,0.1,agent_2-actionwait
1109,ActionWait,0.9,ActionObserveAgent,0.5,ActionPointTo-key_5,0.1,agent_2-actiongrab-key_5
1110,ActionSpeak-Thank you!,0.9,ActionSpeak-Hello!,0.5,ActionOpen-box_4,0.1,agent_2-actionmoveto-box_4
1111,ActionSpeak-Hello!,0.9,ActionPutDown-key_5,0.5,ActionSmash-key_5,0.1,agent_2-actionunlock-box_4
1112,ActionUnlock-key_5-box_4,0.9,ActionOpen-key_5,0.5,ActionPutInto-box_4-dumbbell_3,0.1,agent_2-actionopen-box_4
1113,ActionUnlock-timer_4-timer_4,0.9,ActionRotateTo-timer_4,0.5,ActionPlay-timer_4,0.1,"agent_1-actionrotateto-[602.0, 56.0]"
1114,ActionGrab-timer_4,0.9,ActionEat-timer_4,0.5,ActionPlay-timer_4,0.1,agent_1-actionmoveto-timer_4
1115,ActionObserveAgent,0.9,ActionPointTo-table_5,0.5,ActionPlay-timer_4,0.1,agent_1-actiongrab-timer_4
1116,ActionShakeHead,0.9,ActionSmash-timer_4,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionmoveto-table_5
1117,ActionShakeHead,0.9,ActionObserveAgent,0.5,ActionMoveToAttention,0.1,agent_1-actionputonto-timer_4
1118,ActionPutDown-box_5,0.9,ActionPutOnto-box_5-box_5,0.5,ActionRotateTo-shelf_4,0.1,agent_1-actionpointto-shelf_4
1119,ActionUnlock-shelf_4-shelf_4,0.9,ActionMoveToAttention-agent_2,0.5,ActionPutInto-box_5-shelf_4,0.1,agent_1-actionpointto-shelf_4
1120,ActionPutInto-shelf_4-box_5,0.9,ActionPutOnto-box_5-box_5,0.5,ActionPutDown-box_5,0.1,agent_1-actionspeak-hello!
1121,ActionMoveToAttention-agent_2,0.9,ActionFollowPointing-agent_2,0.5,ActionPlay-shelf_4-agent_2,0.1,agent_1-actionmoveto-shelf_4
1122,ActionRotateTo-agent_2,0.9,ActionSmash-box_5,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionopen-shelf_4
1123,ActionUnlock-box_7-box_5,0.9,ActionWaveHand-agent_1,0.5,ActionNodHead-agent_1,0.1,agent_2-actionmoveto-books_6
1124,ActionUnlock-box_5-books_6,0.9,ActionPlay-books_6-agent_1,0.5,ActionRotateTo-books_6,0.1,agent_2-actiongrab-books_6
1125,ActionGiveTo-box_5-agent_1,0.9,ActionGiveTo-books_6-agent_1,0.5,ActionSmash-books_6,0.1,agent_2-actionmoveto-box_7
1126,ActionSmash-box_5,0.9,ActionPutOnto-box_7-books_6,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionopen-box_7
1127,ActionUnlock-box_7-books_6,0.9,ActionPutDown-cup_3,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionputinto-books_6
1128,ActionShakeHead-agent_1,0.9,ActionObserveAgent-agent_1,0.5,ActionClose-box_5,0.1,agent_2-actionrotateto-agent_1
1129,ActionClose-box_4,0.9,ActionPutInto-box_4-box_4,0.5,ActionRotateTo-box_4,0.1,agent_1-actionmoveto-box_4
1130,ActionNodHead,0.9,ActionClose-cup_3,0.5,ActionPlay-cup_3,0.1,agent_1-actionopen-box_4
1131,ActionSpeak-Thank you!,0.9,ActionSmash-box_4,0.5,ActionOpen-cup_3,0.1,agent_1-actiongrab-cup_3
1132,ActionPutInto-table_4-key_6,0.9,ActionPerform-drink,0.5,ActionNodHead-agent_2,0.1,agent_1-actionspeak-hello!
1133,ActionPerform-eat,0.9,ActionPutOnto-timer_7-timer_7,0.5,ActionOpen-timer_7,0.1,agent_1-actionnodhead
1134,ActionGrab-timer_7,0.9,ActionFollowPointing-agent_2,0.5,ActionEat-timer_7,0.1,agent_1-actionnodhead
1135,ActionEat-timer_7,0.9,ActionObserveAgent-agent_2,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionnodhead
1136,ActionMoveTo-timer_7,0.9,ActionPutDown-key_6,0.5,ActionPerform-eat,0.1,agent_1-actionspeak-hello!
1137,ActionPutInto-key_6-key_6,0.9,ActionMoveToAttention-agent_2,0.5,ActionPutOnto-table_4-chess_3,0.1,agent_1-actionrotateto-agent_2
1138,ActionPutDown-chess_3,0.9,ActionPutInto-chess_3-table_4,0.5,ActionPointTo-key_6,0.1,agent_1-actionspeak-hello!
1139,ActionClose-chess_3,0.9,ActionShakeHead-agent_2,0.5,ActionWait,0.1,agent_1-actionwait
1140,ActionGrab-chess_3,0.9,ActionGrab-chess_3,0.5,ActionRotateTo-agent_2,0.1,agent_1-actionwait
1141,ActionSmash-chess_3,0.9,ActionEat-chess_3,0.5,ActionPointTo-chess_3,0.1,"agent_1-actionmoveto-[-560.0, -322.0]"
1142,ActionObserveAgent-agent_2,0.9,ActionEat-chess_3,0.5,ActionWaveHand-agent_2,0.1,"agent_1-actionmoveto-[-672.0, 448.0]"
1143,ActionPutDown-chess_3,0.9,ActionWait,0.5,ActionUnlock-chess_3-chess_3,0.1,"agent_1-actionrotateto-[644.0, -546.0]"
1144,ActionRotateTo-chess_3,0.9,ActionNodHead-agent_2,0.5,ActionPutInto-chess_3-chess_3,0.1,agent_1-actionmoveto-chess_3
1145,ActionNodHead-agent_2,0.9,ActionWait,0.5,ActionPutOnto-chess_3-chess_3,0.1,"agent_1-actionmoveto-[-644.0, -616.0]"
1146,ActionOpen-chess_5,0.9,ActionPlay-chess_5-agent_2,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionspeak-hello!
1147,ActionPutDown-chess_5,0.9,ActionPutInto-chess_5-chess_5,0.5,ActionUnlock-chess_5-chess_5,0.1,agent_1-actionpointto-chess_5
1148,ActionShakeHead-agent_2,0.9,ActionPutOnto-chess_5-chess_5,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actiongrab-chess_5
1149,ActionClose-chess_5,0.9,ActionObserveAgent-agent_2,0.5,ActionNodHead-agent_2,0.1,agent_1-actionmoveto-agent_2
1150,ActionNodHead-agent_2,0.9,ActionPerform-drink,0.5,ActionGrab-box_4,0.1,"agent_1-actionrotateto-[42.0, -420.0]"
1151,ActionWaveHand-agent_2,0.9,ActionMoveToAttention-agent_2,0.5,ActionRotateTo-box_4,0.1,agent_1-actionmoveto-agent_2
